Disorder,Category,ache,death,pain,severe,suffer,summary
Chronic Upper Respiratory Infection,Infectious,0.01291901245713234,0.058301664888858795,0.07246946543455124,0.2813006639480591,0.08466868847608566,3.563900570948851
Viral Hepatitis C,Infectious,-0.10511233657598495,0.20102941989898682,0.10238981246948242,0.34530338644981384,0.05150566250085831,3.341976067422013
Other Infectious Diseases,Infectious,-0.05079381912946701,0.35794970393180847,0.2725293040275574,0.23054718971252441,0.09484151750802994,3.644138850497644
Pneumonia,Infectious,-0.07646740227937698,0.48228150606155396,0.35476118326187134,0.4856780469417572,0.012028208002448082,3.8023881276003846
Meningitis,Infectious,0.0889083594083786,0.3871787190437317,0.2798501253128052,0.37933820486068726,0.04023232311010361,3.795951039505076
Carditis,Infectious,0.11843788623809814,0.3020864725112915,0.28502508997917175,0.31742289662361145,-0.013119881972670555,3.5975536182770087
Eye Infection,Infectious,0.0270644910633564,0.21852228045463562,0.31619733572006226,0.3027473986148834,0.1052417978644371,3.5985122268349836
Parasitic Infection,Infectious,0.032915450632572174,0.3738894462585449,0.2072901874780655,0.24216294288635254,0.04068157449364662,3.9849374003799327
Acute Bronchitis,Infectious,-0.019653644412755966,0.2110382318496704,0.21752838790416718,0.2952987253665924,-0.02086527831852436,3.699169569939353
General Bacterial Infection,Infectious,-0.01932671293616295,0.45866918563842773,0.26255151629447937,0.32306650280952454,0.042010579258203506,4.013985712318755
Herpes Zoster,Infectious,0.17900864779949188,0.2849675714969635,0.370016485452652,0.33545246720314026,-0.022224243730306625,3.3660823129346484
Gastrointestinal Infection,Infectious,-0.02988504059612751,0.2696550190448761,0.21554182469844818,0.2969384491443634,0.09015028923749924,3.6945005964860083
Viral Warts HPV,Infectious,0.05047232657670975,0.10191383212804794,0.21161268651485443,0.023296533152461052,-0.018530365079641342,3.082616047399467
Fungal Infection,Infectious,0.0016462840139865875,0.41563668847084045,0.14053554832935333,0.25954869389533997,-0.03918983414769173,4.040888442001737
Other Viral Hepatitis,Infectious,0.004738958552479744,0.28951719403266907,0.17563360929489136,0.2321326732635498,-0.001723479712381959,4.126929093186037
Staphylococcus Aureus Infection,Infectious,-0.007943062111735344,0.20091962814331055,0.14570197463035583,0.2557239532470703,-0.04594043269753456,3.603583149965853
Ear Infection,Infectious,-0.07676518708467484,0.2891356945037842,0.2621595561504364,0.2915995419025421,0.001271253451704979,3.60975120502066
