Disorder,Category,ache,death,pain,severe,suffer,summary
Chronic Upper Respiratory Infection,Infectious,0.00043430738151073456,0.18353605270385742,0.18456122279167175,0.2031863033771515,0.03737219050526619,3.873462930716377
Viral Hepatitis C,Infectious,0.07389412075281143,0.19996799528598785,0.13185398280620575,0.3166387379169464,0.11557487398386002,3.540870680663718
Other Infectious Diseases,Infectious,0.015671441331505775,0.36319464445114136,0.2667354941368103,0.23120486736297607,0.08074072003364563,3.882996245436654
Pneumonia,Infectious,-0.0896119549870491,0.44730544090270996,0.35760068893432617,0.46920257806777954,0.017694778740406036,3.714970190298128
Meningitis,Infectious,0.1348496526479721,0.42720142006874084,0.34968698024749756,0.40366244316101074,0.0008758828043937683,3.7502148568533706
Carditis,Infectious,0.1826775074005127,0.294714093208313,0.3129272758960724,0.4459208846092224,0.041757337749004364,3.491579142890608
Eye Infection,Infectious,0.10163404047489166,0.24645324051380157,0.31583303213119507,0.30757826566696167,0.12263572216033936,3.4337501741546705
Parasitic Infection,Infectious,0.10792183876037598,0.33989307284355164,0.22858873009681702,0.23809416592121124,0.007641293108463287,3.753026675074372
Acute Bronchitis,Infectious,0.07513242214918137,0.13291826844215393,0.047203801572322845,0.23276086151599884,-0.08781351894140244,2.842427073529571
General Bacterial Infection,Infectious,0.0073226154781877995,0.4946269989013672,0.28759169578552246,0.33724746108055115,-0.00889783725142479,4.115947861133096
Herpes Zoster,Infectious,0.17267444729804993,0.2583250403404236,0.40937381982803345,0.3425002694129944,0.018849607557058334,3.4118684355521913
Gastrointestinal Infection,Infectious,0.058310337364673615,0.3455292582511902,0.3546457886695862,0.3453914523124695,0.05108185485005379,3.7521891870836517
Viral Warts HPV,Infectious,0.046414777636528015,0.11813317239284515,0.18029767274856567,0.020187286660075188,-0.061052847653627396,2.6675782756451913
Fungal Infection,Infectious,-0.0031943093053996563,0.4280397891998291,0.23399806022644043,0.275198370218277,-0.04653119295835495,3.8975472168178635
Other Viral Hepatitis,Infectious,0.05438273772597313,0.32271644473075867,0.16290706396102905,0.2925224304199219,-0.00982147827744484,3.926078600811383
Staphylococcus Aureus Infection,Infectious,0.002961156889796257,0.22580455243587494,0.24222710728645325,0.33479830622673035,0.04860234260559082,3.856610899209745
Ear Infection,Infectious,0.02101057767868042,0.2104625552892685,0.3311547636985779,0.3741688132286072,0.06067068502306938,3.69416011686627
