Disorder,Category,ache,death,pain,severe,suffer,summary
Chronic Upper Respiratory Infection,Infectious,0.06378117203712463,0.2046668827533722,0.11197297275066376,0.3621210753917694,0.0904630720615387,3.6643769347128012
Viral Hepatitis C,Infectious,-0.11592188477516174,0.14475233852863312,0.18461287021636963,0.3326598107814789,0.07248032838106155,3.101121668088823
Other Infectious Diseases,Infectious,-0.09656848013401031,0.36586135625839233,0.25220558047294617,0.24009224772453308,0.08789239823818207,3.477305836717973
Pneumonia,Infectious,-0.11784657835960388,0.4497322738170624,0.3447486460208893,0.4843055307865143,0.008773161098361015,3.642953339938586
Meningitis,Infectious,0.07238215208053589,0.3779822885990143,0.28446751832962036,0.38555899262428284,0.034049179404973984,3.8339194561698933
Carditis,Infectious,0.06007123365998268,0.271487295627594,0.2505393326282501,0.3234986662864685,-0.025479070842266083,3.66475314855796
Eye Infection,Infectious,0.026533765718340874,0.2438063770532608,0.31539154052734375,0.2519412636756897,0.06522008776664734,3.6880841635431394
Parasitic Infection,Infectious,0.01653430052101612,0.3479585647583008,0.20147700607776642,0.24091729521751404,0.03071811981499195,4.042313984956175
Acute Bronchitis,Infectious,-0.08099815249443054,0.2029370367527008,0.2872191071510315,0.3730980455875397,0.00977288093417883,3.4666612763323434
General Bacterial Infection,Infectious,-0.02134382538497448,0.4467303454875946,0.27935710549354553,0.33864840865135193,0.04205194488167763,3.9792136165030008
Herpes Zoster,Infectious,0.13377751410007477,0.26969587802886963,0.39717572927474976,0.333758145570755,0.0025969541165977716,3.530339209060387
Gastrointestinal Infection,Infectious,-0.06122533231973648,0.27448341250419617,0.25509336590766907,0.2945871949195862,0.054452646523714066,3.5790335735343346
Viral Warts HPV,Infectious,0.04581654071807861,0.07438171654939651,0.22834010422229767,0.0181080661714077,-0.038682788610458374,2.708445578373875
Fungal Infection,Infectious,-0.01573180966079235,0.41203147172927856,0.17151907086372375,0.267432302236557,-0.037756823003292084,3.9284802372791088
Other Viral Hepatitis,Infectious,0.0028784878086298704,0.2721024751663208,0.2177046835422516,0.24652287364006042,0.025873275473713875,3.9921783229147247
Staphylococcus Aureus Infection,Infectious,-0.01664326712489128,0.1821499764919281,0.11732032895088196,0.19203157722949982,-0.06969217956066132,3.2445282724594913
Ear Infection,Infectious,-0.10686250030994415,0.27328768372535706,0.30104905366897583,0.3283885717391968,0.033246807754039764,3.397251034214212
Viral Hepatitis B,Infectious,-0.01822592318058014,0.152351513504982,0.16714470088481903,0.27640390396118164,-0.04136399179697037,3.4597831605975298
UTI,Infectious,-0.06672996282577515,0.2585248351097107,0.38599950075149536,0.33432820439338684,-0.01770729012787342,3.466403021864817
Skin Infection,Infectious,0.005838679149746895,0.26981106400489807,0.3952461779117584,0.33904460072517395,0.07587122917175293,3.7285960393796116
Herpes Simplex,Infectious,0.24552379548549652,0.18580949306488037,0.292216420173645,0.15916505455970764,0.015503240749239922,3.026979206451473
Peritonitis Retroperitoneal Infection,Infectious,-0.021070513874292374,0.41572654247283936,0.284067839384079,0.36289146542549133,-0.026929227635264397,3.878211049590179
Escherichia Coli Infection,Infectious,0.04452534019947052,0.0048860725946724415,-0.0694720447063446,0.07192760705947876,0.03149096295237541,0.9502024140771169
Septicemia,Infectious,-0.07569534331560135,0.4418153166770935,0.21906505525112152,0.413908988237381,0.07466493546962738,3.7510048434960734
Streptococcal Infection,Infectious,0.054658886045217514,0.32063332200050354,0.2618381083011627,0.3543024957180023,-0.011220884509384632,3.827949817487317
Cellu litis,Infectious,,,,,,
Acute Upper Respiratory Infection,Infectious,-0.1193031370639801,0.16741204261779785,0.30563074350357056,0.1954372525215149,0.03934631496667862,3.016566299097078
General Viral Infection,Infectious,0.006441676057875156,0.46490371227264404,0.2377004772424698,0.25357115268707275,0.05489858612418175,4.096392658928842
Infestation,Infectious,0.21234722435474396,0.37157493829727173,0.18128298223018646,0.20166374742984772,0.04228491708636284,3.473499930118078
Kidney Infection,Infectious,-0.15109211206436157,0.2286345511674881,0.15161052346229553,0.33205536007881165,-0.02391631156206131,3.0736772271931403
Influenza,Infectious,0.009402284398674965,0.19467543065547943,0.09021060913801193,0.09926968067884445,-0.005890366621315479,4.1024306806927004
Varicella Infection,Infectious,0.006650957744568586,0.21845011413097382,0.20831000804901123,0.27679502964019775,0.0009931286331266165,3.983409677929501
STI,Infectious,0.0011655930429697037,-0.09498006850481033,0.15152452886104584,0.042131949216127396,-0.03284095227718353,0.25937245058877967
Protozoan Infection,Infectious,0.03415460139513016,0.22991465032100677,0.03452221676707268,0.09127457439899445,0.04242075979709625,4.018707741536932
NOS Immune Deficiency,Immune,-0.09583525359630585,0.2724761366844177,0.2426525056362152,0.2385694533586502,0.028973348438739777,3.422543578631009
Allergic Rhinitis,Immune,0.01989586651325226,0.19155435264110565,0.24704596400260925,0.20594049990177155,-0.08903716504573822,3.1381224407331474
Dermatomyositis Polymyositis,Immune,0.2242058962583542,0.1390320360660553,0.20918019115924835,0.26837316155433655,-0.017739037051796913,3.010867706906429
Asthma,Immune,-0.016648955643177032,0.34788572788238525,0.43203672766685486,0.32520389556884766,-0.09834712743759155,3.3791782517930082
Vasculitis,Immune,0.09978034347295761,0.30777451395988464,0.3704245984554291,0.36635467410087585,-0.03776036947965622,3.502109744984997
Food Allergy,Immune,0.06752462685108185,0.2472410798072815,0.24967503547668457,0.15644335746765137,-0.08074001222848892,3.139936162824939
