Disorder,Category,ache,death,pain,severe,suffer,summary
Chronic Upper Respiratory Infection,Infectious,0.013143323361873627,0.1256820410490036,0.18798688054084778,0.14578405022621155,0.051484569907188416,3.609403885870566
Viral Hepatitis C,Infectious,0.04307965934276581,0.23568232357501984,0.22408348321914673,0.3088779151439667,0.06593422591686249,3.7157107880568647
Other Infectious Diseases,Infectious,0.010720370337367058,0.36476409435272217,0.25974905490875244,0.24317991733551025,0.08930476754903793,3.8907165265918873
Pneumonia,Infectious,-0.08150970935821533,0.4465131163597107,0.36191415786743164,0.4815411865711212,0.02965189516544342,3.727182088165485
Meningitis,Infectious,0.13663503527641296,0.3970240354537964,0.3401210308074951,0.4088614881038666,0.004391638562083244,3.7188997374900277
Carditis,Infectious,0.1750379055738449,0.22742679715156555,0.2912895679473877,0.4269615709781647,-0.02192210592329502,3.369433577287785
Eye Infection,Infectious,0.051085714250802994,0.24119527637958527,0.28584662079811096,0.2958942651748657,0.1255558729171753,3.55079008789395
Parasitic Infection,Infectious,0.03349042311310768,0.3416213393211365,0.2154536098241806,0.24592295289039612,0.01209969911724329,4.001764179885099
Acute Bronchitis,Infectious,0.06751173734664917,0.11713238060474396,0.09431736171245575,0.25954970717430115,-0.02700599655508995,3.395674998896445
General Bacterial Infection,Infectious,0.004178122617304325,0.4884251356124878,0.27955377101898193,0.3259795904159546,0.0069870855659246445,4.165015757735178
Herpes Zoster,Infectious,0.17067039012908936,0.24108785390853882,0.4084474444389343,0.348028302192688,-0.001767224632203579,3.4102791521177083
Gastrointestinal Infection,Infectious,0.03816220164299011,0.3030489981174469,0.30547696352005005,0.33182641863822937,0.0208232831209898,3.841333804991715
Viral Warts HPV,Infectious,0.05463237687945366,0.1508035957813263,0.16000209748744965,0.03284256160259247,-0.057529985904693604,2.8629585891649
Fungal Infection,Infectious,-0.0038158027455210686,0.4163917601108551,0.23140625655651093,0.2845732569694519,-0.027929820120334625,3.9982653235294023
Other Viral Hepatitis,Infectious,0.054935842752456665,0.332707941532135,0.16567380726337433,0.28761914372444153,-0.007077212445437908,3.952551878693127
Staphylococcus Aureus Infection,Infectious,0.04497194290161133,0.2910902798175812,0.23487839102745056,0.35499680042266846,0.058231938630342484,3.801692852332582
Ear Infection,Infectious,-0.028240613639354706,0.17097748816013336,0.30639368295669556,0.37495294213294983,0.06462173908948898,3.570600346300882
